order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Supplier Name,Supplier Email,Delivery Status,Stock Left,Auto Reorder,Reorder Quantity
ORD1232,2024-03-30,2024-04-03,CUST226,James Jordan,Consumer,PROD9318,File Folder,Office Supplies,East,Maine,South Donna,5,1441,15,1229.85,852.22,377.63,Credit Card,Rivera-Glenn,sarahfox@williams-mcintyre.com,Pending,42,No,0
ORD1233,2025-11-24,2025-11-26,CUST520,Eric Jackson,Home Office,PROD5689,Notebook,Office Supplies,West,Washington,Emilyview,7,4119,5,3920.05,2576.53,1343.52,UPI,Osborne PLC,cobbsusan@marsh-payne.com,Returned,39,No,0
ORD1234,2024-03-13,2024-03-15,CUST815,Jessica Carey,Home Office,PROD8968,Keyboard,Electronics,West,Pennsylvania,Boyerfort,9,4285,10,3865.5,2505.93,1359.57,Cash,Butler PLC,ugreene@webster.com,Returned,7,Yes,47
ORD1235,2024-04-17,2024-04-20,CUST793,Ellen Figueroa,Consumer,PROD4764,Stapler,Office Supplies,North,Iowa,Williamton,1,587,15,499.95,383.02,116.93,Cash,"Smith, Howell and Zhang",karina46@hurley.org,Pending,17,No,0
ORD1236,2024-10-23,2024-10-28,CUST883,Scott White,Home Office,PROD1832,Stapler,Office Supplies,East,Minnesota,Kimberg,5,870,20,701.0,596.87,104.13,Cash,Jensen-Harris,emily98@bullock.net,Deivered,9,Yes,46
ORD1237,2025-10-06,2025-10-10,CUST537,Michelle Harrison,Home Office,PROD5367,Headphones,Electronics,West,Arkansas,Port Robert,7,3839,5,3654.05,2961.24,692.81,Cash,"Jones, Smith and Mccarthy",amber33@hartman-bell.org,Pending,40,No,0
ORD1238,2026-01-12,2026-01-15,CUST874,Sierra Reynolds,Consumer,PROD3967,Stapler,Office Supplies,West,North Dakota,Davidburgh,7,939,5,899.05,718.7,180.35,Net Banking,Zamora-Murphy,davidmay@day.info,Returned,28,No,0
ORD1239,2024-06-12,2024-06-14,CUST997,Christine Baker,Home Office,PROD4535,Dining Table,Furniture,North,North Carolina,West Samuelmouth,4,1140,0,1144.0,945.86,198.14,UPI,"Miller, Wyatt and Cuevas",gloverrebecca@patel.biz,Pending,32,No,0
ORD1240,2025-01-11,2025-01-12,CUST934,Robert Fisher,Corporate,PROD2957,Stapler,Office Supplies,South,Illinois,Benjaminfort,6,3337,5,3176.15,2348.63,827.52,Cash,Nguyen LLC,goodmanchristian@jennings.net,Returned,33,No,0
ORD1241,2025-10-22,2025-10-27,CUST453,Jessica Lang,Consumer,PROD5498,Dining Table,Furniture,East,Louisiana,Lake Ruth,6,4017,20,3219.6,1999.48,1220.12,UPI,"Reyes, Bradshaw and Collins",brandycraig@williams.info,Deivered,10,No,0
ORD1242,2024-09-20,2024-09-25,CUST594,Scott Miller,Corporate,PROD2885,Stapler,Office Supplies,South,Minnesota,Seanberg,3,4967,15,4224.95,3028.93,1196.02,Credit Card,"Taylor, Jones and Bailey",christopherking@moore.info,Returned,47,No,0
ORD1243,2024-04-23,2024-04-26,CUST733,John Bowers,Consumer,PROD3149,Juice Pack,Grocery,West,Louisiana,East Tricia,4,3902,5,3710.9,3051.72,659.18,Credit Card,"Thomas, Baker and Wang",zpeterson@carrillo.com,Deivered,7,Yes,34
ORD1244,2026-02-03,2026-02-04,CUST224,Randall Cobb,Corporate,PROD6108,File Folder,Office Supplies,West,Nevada,Lutzton,7,1025,5,980.75,844.97,135.78,UPI,"Calhoun, Murphy and Johnson",yvonne71@pennington.com,Pending,24,No,0
ORD1245,2025-05-25,2025-06-01,CUST971,Caitlin Moran,Corporate,PROD9288,Stapler,Office Supplies,East,Alabama,North Charlesside,4,596,10,540.4,474.86,65.54,Credit Card,"Pope, Alvarado and Munoz",melissagreen@welch.info,Cancelled,25,No,0
ORD1246,2025-04-01,2025-04-03,CUST389,Michelle Hogan,Corporate,PROD2990,Bookshelf,Furniture,East,South Dakota,Lake Christopher,2,4670,15,3971.5,3390.54,580.96,Credit Card,Duran-West,dstanley@james-martinez.com,Returned,42,No,0
ORD1247,2026-02-11,2026-02-17,CUST420,Karen Carter,Consumer,PROD8582,Study Tale,Furniture,South,Wisconsin,Reedshire,4,1793,0,1797.0,1550.71,246.29,Cash,Andrews-Cameron,christinaschultz@frey.org,Returned,27,No,0
ORD1248,2024-04-23,2024-04-24,CUST719,Jessica Nunez,Corporate,PROD4728,Rice Bag,Grocery,East,New Hampshire,South Katelynside,2,2255,20,1806.0,1303.23,502.77,Credit Card,Brooks-Evans,lorettajones@lewis.info,Pending,37,No,0
ORD1249,2024-07-25,2024-08-01,CUST737,Andrew Smith,Consumer,PROD8093,Bookshelf,Furniture,West,Wisconsin,Port Monicatown,2,4177,10,3761.3,2403.89,1357.41,UPI,"Hurst, Soto and Howard",michael64@harris.com,Deivered,34,No,0
ORD1250,2025-12-12,2025-12-16,CUST982,Casey Summers,Corporate,PROD9069,Sugar,Grocery,South,Wisconsin,Stephenport,2,4735,20,3790.0,2634.42,1155.58,Credit Card,Jones-Cooper,mwinters@ross.info,Deivered,21,No,0
ORD1251,2024-10-13,2024-10-16,CUST346,April Daniels,Home Office,PROD6565,Sugar,Grocery,South,Arkansas,Michaelton,8,1344,0,1352.0,1117.33,234.67,Net Banking,Wolf PLC,jennifergregory@huffman-jones.com,Cancelled,42,No,0
ORD1252,2024-12-04,2024-12-11,CUST791,Clayton Roberts,Corporate,PROD2936,Sugar,Grocery,East,South Dakota,Foxborough,6,4361,20,3494.8,2441.66,1053.14,Credit Card,Miller LLC,gyoung@ortiz.com,Pending,0,Yes,27
ORD1253,2025-01-01,2025-01-03,CUST125,Julie Mcgee,Corporate,PROD3488,Dining Table,Furniture,South,Idaho,Lake Jesse,1,4711,0,4712.0,3486.85,1225.15,Credit Card,Reyes Inc,hunterjennifer@prince-moore.org,Cancelled,6,Yes,34
ORD1254,2025-05-31,2025-06-06,CUST502,Courtney King,Corporate,PROD1174,Monitor,Electronics,North,Connecticut,Michaelchester,3,2309,10,2081.1,1861.58,219.52,Credit Card,"Foster, Barton and Castaneda",johnsonkimberly@huynh.com,Returned,14,No,0
ORD1255,2024-04-11,2024-04-18,CUST745,Mr. David Smith,Home Office,PROD8180,Headphones,Electronics,North,Vermont,Montoyastad,10,3299,5,3144.05,2013.72,1130.33,Credit Card,Medina Ltd,palmerroy@stewart.com,Cancelled,6,Yes,40
ORD1256,2025-03-22,2025-03-26,CUST172,Sydney Simmons,Consumer,PROD9194,Rice Bag,Grocery,West,Mississippi,Pottermouth,9,2664,20,2140.2,1557.27,582.93,Credit Card,"Jimenez, Cummings and Hayes",hendersonmatthew@stewart.com,Returned,50,No,0
ORD1257,2025-09-09,2025-09-15,CUST516,Mario Kerr,Home Office,PROD7669,Office Chair,Furniture,North,Wisconsin,Danielborough,5,1136,20,913.8,806.14,107.66,Net Banking,"Johnston, Elliott and Green",hallandrea@larson.com,Cancelled,9,Yes,36
ORD1258,2024-06-27,2024-06-30,CUST367,Caroline Craig,Consumer,PROD4400,Rice Bag,Grocery,East,South Dakota,Lake Matthewport,9,1449,10,1313.1,976.49,336.61,Cash,"Mills, Hughes and Davidson",allison99@snyder.com,Deivered,19,No,0
ORD1259,2024-11-10,2024-11-11,CUST558,Bradley Campbell,Home Office,PROD1347,Headphones,Electronics,East,Utah,East Kelly,9,2616,20,2101.8,1379.84,721.96,UPI,Smith Ltd,benjaminjones@frost.com,Pending,38,No,0
ORD1260,2025-08-09,2025-08-16,CUST502,Patrick Wong,Corporate,PROD4139,Dining Table,Furniture,West,Iowa,West Jamesmouth,5,4795,10,4320.5,2759.17,1561.33,UPI,Davis Ltd,nsanchez@rowe.info,Cancelled,10,No,0
ORD1261,2025-08-10,2025-08-13,CUST470,Jared Hardin,Consumer,PROD3285,Study Tale,Furniture,North,Utah,New Chadmouth,5,1490,20,1197.0,948.38,248.62,Cash,Farmer-Porter,tami40@short.com,Deivered,4,Yes,33
ORD1262,2025-01-25,2025-01-27,CUST420,Martin Wolfe,Home Office,PROD2321,Bookshelf,Furniture,North,Montana,Roweland,3,1173,5,1117.35,774.53,342.82,Net Banking,"Powell, Brewer and Ford",vancemartin@rivera.com,Pending,7,Yes,33
ORD1263,2024-05-08,2024-05-14,CUST411,Richard Diaz,Corporate,PROD9034,Dining Table,Furniture,South,New Hampshire,Duncanchester,6,2032,5,1936.4,1580.78,355.62,Credit Card,Brown LLC,harold26@parker.com,Deivered,30,No,0
ORD1264,2024-03-11,2024-03-17,CUST237,Brianna Smith,Home Office,PROD5508,Stapler,Office Supplies,North,Maine,Lake Brittany,9,2185,20,1757.0,1098.96,658.04,Net Banking,Alexander-Hamilton,iturner@rogers.org,Pending,19,No,0
ORD1265,2024-10-14,2024-10-19,CUST483,Katherine Knapp,Home Office,PROD2784,Dining Table,Furniture,South,Alaska,South Rachelmouth,7,1368,5,1306.6,828.18,478.42,UPI,Clark-Cox,randallwagner@proctor.biz,Pending,46,No,0
ORD1266,2026-02-04,2026-02-07,CUST198,Kenneth French,Home Office,PROD4341,Calculator,Office Supplies,West,Alabama,East Josephland,10,3874,5,3690.3,2507.82,1182.48,Credit Card,Taylor-Allen,nnguyen@martin.net,Returned,0,Yes,27
ORD1267,2026-01-24,2026-01-30,CUST418,Emily Gilbert,Consumer,PROD6389,Mouse,Electronics,East,Arkansas,North Sharonburgh,5,921,20,741.8,533.19,208.61,Cash,"Smith, Weaver and Hernandez",stephensjessica@owens-johnson.com,Returned,9,Yes,23
ORD1268,2024-10-12,2024-10-14,CUST457,Sean Graham,Home Office,PROD6844,Notebook,Office Supplies,North,Louisiana,Carriemouth,4,2819,15,2400.15,1752.43,647.72,UPI,Perry-Martin,daniellethompson@turner.com,Deivered,9,Yes,34
ORD1269,2025-06-10,2025-06-11,CUST133,Misty Olsen,Corporate,PROD6596,Stapler,Office Supplies,West,Illinois,New Elizabeth,8,4704,20,3771.2,2756.77,1014.43,Net Banking,"Haas, Mathis and Johnson",kent75@ramirez.net,Cancelled,27,No,0
ORD1270,2025-12-13,2025-12-15,CUST937,Jennifer Morris,Home Office,PROD1681,Headphones,Electronics,South,South Carolina,West Brendanfort,4,1357,15,1157.45,959.76,197.69,Net Banking,King-Savage,wilsonjohn@stevens-hernandez.com,Pending,33,No,0
ORD1271,2026-02-02,2026-02-04,CUST569,Jessica Jones,Consumer,PROD5226,Sofa,Furniture,North,Maine,Delgadoland,4,3702,5,3520.9,2641.57,879.33,Credit Card,Murphy-Wright,istephens@moore.com,Returned,8,Yes,33
ORD1272,2024-04-17,2024-04-24,CUST553,Judy Hill,Home Office,PROD9827,Juice Pack,Grocery,South,North Dakota,Timothyland,10,3689,5,3514.55,2110.52,1404.03,Credit Card,Miller Inc,thomas31@johnson.com,Pending,32,No,0
ORD1273,2026-02-09,2026-02-15,CUST955,Karen Robinson,Corporate,PROD1251,Juice Pack,Grocery,East,Washington,Kingbury,5,4623,15,3934.55,2733.47,1201.08,Net Banking,"Hines, Sweeney and Hawkins",beckywilliams@hancock.biz,Returned,47,No,0
ORD1274,2024-11-13,2024-11-18,CUST677,James Miller,Home Office,PROD7310,Mouse,Electronics,East,Missouri,Port Brian,10,3204,15,2733.4,1728.89,1004.51,Cash,Johnson-Thomas,bentonjennifer@torres.org,Deivered,13,No,0
ORD1275,2025-03-29,2025-04-02,CUST215,Sandra Green,Consumer,PROD2180,Cooking Oil,Grocery,North,Connecticut,Andersonview,1,3738,0,3739.0,2901.4,837.6,Net Banking,Castillo Group,savageryan@mccormick-estrada.info,Pending,3,Yes,40
ORD1276,2024-05-25,2024-05-28,CUST841,Paul Berry,Consumer,PROD3254,Rice Bag,Grocery,East,Indiana,Meganhaven,5,3292,20,2638.6,1774.32,864.28,UPI,Moore-Swanson,robertwaters@cobb.com,Deivered,6,Yes,48
ORD1277,2026-02-06,2026-02-13,CUST378,Mark Mills,Corporate,PROD2929,Mouse,Electronics,North,Arizona,Holmesfurt,8,1054,15,903.9,769.08,134.82,Cash,Wright-Chapman,carmendouglas@turner.info,Deivered,42,No,0
ORD1278,2026-01-28,2026-01-29,CUST520,Jennifer Brown,Corporate,PROD6373,Calculator,Office Supplies,North,Utah,Annaport,10,3080,10,2782.0,1939.17,842.83,Credit Card,Patel and Sons,kimberly84@meza.com,Deivered,24,No,0
ORD1279,2025-04-21,2025-04-22,CUST688,Renee Taylor,Home Office,PROD9282,Sofa,Furniture,East,South Carolina,Anthonyborough,3,1359,20,1090.2,668.01,422.19,Net Banking,"Evans, Jones and Reed",lwilson@ortiz-pitts.com,Cancelled,43,No,0
ORD1280,2024-06-26,2024-07-01,CUST162,Brandon Parker,Home Office,PROD3654,Office Chair,Furniture,South,Pennsylvania,East Kathyfurt,7,1074,20,866.2,617.08,249.12,UPI,Hunt-Heath,zimmermanheather@hensley.com,Cancelled,18,No,0
ORD1281,2025-05-07,2025-05-08,CUST898,Jessica Burke,Corporate,PROD8285,Sugar,Grocery,North,New Hampshire,Rogersview,7,506,0,513.0,371.03,141.97,Cash,Brooks PLC,kellyjulia@rodriguez-wagner.com,Deivered,43,No,0
ORD1282,2024-07-28,2024-07-31,CUST112,Anita Jackson,Consumer,PROD3967,Sugar,Grocery,West,Louisiana,West Caseyborough,3,3641,0,3644.0,3175.67,468.33,UPI,Diaz PLC,katelyn15@riley.net,Deivered,6,Yes,20
ORD1283,2025-12-10,2025-12-17,CUST255,John Lee,Consumer,PROD2122,File Folder,Office Supplies,West,Louisiana,Anthonyport,10,4596,0,4606.0,3844.61,761.39,UPI,"Crosby, Anderson and Flynn",jriley@adams.info,Returned,16,No,0
ORD1284,2026-01-09,2026-01-16,CUST604,Christina Woodward,Corporate,PROD9532,Study Tale,Furniture,West,California,Port Aaron,10,3537,15,3016.45,2075.09,941.36,Credit Card,Perez LLC,richard73@schneider.biz,Returned,27,No,0
ORD1285,2024-03-30,2024-04-05,CUST503,April Wolf,Home Office,PROD6317,Rice Bag,Grocery,North,Kentucky,Scottshire,10,529,0,539.0,431.21,107.79,Cash,"Hinton, Thomas and Dennis",tjenkins@grant.com,Pending,15,No,0
ORD1286,2024-08-19,2024-08-24,CUST769,Claudia Johnson,Corporate,PROD3738,Keyboard,Electronics,South,Maryland,Charlesside,2,3114,0,3116.0,2181.0,935.0,Cash,Douglas PLC,nlee@yang.info,Returned,11,No,0
ORD1287,2025-06-28,2025-07-05,CUST881,Marc Boyd,Consumer,PROD1662,Keyboard,Electronics,North,Hawaii,Acevedostad,1,3463,20,2771.4,2168.73,602.67,Cash,Williams Group,dunnerica@gonzales-mcgee.info,Cancelled,34,No,0
ORD1288,2024-11-03,2024-11-10,CUST106,Michelle Perry,Corporate,PROD5056,Calculator,Office Supplies,North,Mississippi,Smallberg,10,2516,10,2274.4,1817.51,456.89,Cash,Gray Ltd,kennethpaul@ortiz.info,Pending,38,No,0
ORD1289,2024-07-04,2024-07-07,CUST420,Lisa Cruz,Home Office,PROD6370,Cooking Oil,Grocery,North,Ohio,Porterberg,5,3251,10,2930.9,2139.6,791.3,Credit Card,"Holmes, Nelson and Medina",jhenderson@johnson-berger.biz,Returned,42,No,0
ORD1290,2024-10-10,2024-10-14,CUST699,Paula Russell,Consumer,PROD7848,Notebook,Office Supplies,West,New York,Lake Kristin,5,2476,0,2481.0,2162.35,318.65,Cash,King-Whitehead,sherrymyers@lawson.com,Pending,47,No,0
ORD1291,2026-01-19,2026-01-24,CUST864,William Atkinson,Consumer,PROD1454,Laptop,Electronics,West,Michigan,Port Cassidymouth,2,1843,20,1476.4,1234.17,242.23,UPI,Brown and Sons,tara21@potter-jones.org,Returned,37,No,0
ORD1292,2025-03-08,2025-03-11,CUST793,Andrea Rose,Home Office,PROD4113,Cooking Oil,Grocery,North,Wyoming,Swansonburgh,10,3495,20,2806.0,2490.15,315.85,UPI,Foster PLC,patriciahammond@jones-weber.com,Returned,8,Yes,24
ORD1293,2025-09-02,2025-09-09,CUST583,Brandon Beltran,Home Office,PROD6681,Rice Bag,Grocery,South,South Dakota,New Jeffreyshire,3,1471,0,1474.0,948.86,525.14,Cash,"Petersen, Hampton and Goodman",david06@long.info,Deivered,39,No,0
ORD1294,2025-08-07,2025-08-13,CUST153,Shannon Moore,Corporate,PROD6456,Headphones,Electronics,West,Massachusetts,Port Dawnview,5,3238,0,3243.0,2450.89,792.11,Credit Card,"Jones, Ritter and Fischer",colejames@romero.com,Cancelled,20,No,0
ORD1295,2025-12-10,2025-12-17,CUST328,Elizabeth Stevenson,Consumer,PROD6887,Notebook,Office Supplies,North,Washington,Marthastad,6,1406,0,1412.0,913.04,498.96,Cash,Lamb LLC,david72@dodson.com,Pending,5,Yes,41
ORD1296,2024-11-18,2024-11-20,CUST212,Mariah Johnson,Corporate,PROD3841,Study Tale,Furniture,North,Montana,Cruzstad,9,1622,0,1631.0,1417.16,213.84,Cash,Wilson-King,kylie71@flynn.net,Cancelled,9,Yes,36
ORD1297,2024-08-01,2024-08-02,CUST903,Jenna Scott,Corporate,PROD5831,Mouse,Electronics,West,Florida,West Leehaven,5,4170,0,4175.0,2879.98,1295.02,Net Banking,Gomez PLC,reidkimberly@smith-mitchell.com,Deivered,34,No,0
ORD1298,2025-10-11,2025-10-16,CUST494,Anthony Francis,Consumer,PROD5469,Sofa,Furniture,North,Iowa,East Kevin,3,2810,5,2672.5,1718.36,954.14,Net Banking,Brandt-Webb,timothy36@stephens.info,Returned,1,Yes,32
ORD1299,2024-11-18,2024-11-21,CUST374,Anne Harris,Home Office,PROD2976,Bookshelf,Furniture,North,Maine,Hodgesmouth,9,818,5,786.1,623.06,163.04,UPI,"Douglas, Thompson and Ross",ehawkins@kelly.org,Returned,7,Yes,36
ORD1300,2025-11-18,2025-11-22,CUST928,Sean Payne,Consumer,PROD2838,Monitor,Electronics,East,Pennsylvania,Holmesstad,10,141,0,151.0,132.02,18.98,Credit Card,"Shaw, Nelson and Shields",wilsonbobby@robinson.org,Deivered,48,No,0
ORD1301,2025-07-07,2025-07-11,CUST566,Thomas Woodard,Corporate,PROD6589,Cooking Oil,Grocery,North,Missouri,Alyssashire,4,1601,15,1364.85,819.13,545.72,Net Banking,Singh LLC,robert72@andrews-bray.com,Cancelled,45,No,0
ORD1302,2025-02-21,2025-02-28,CUST552,Dr. Jennifer Allen,Consumer,PROD9756,Sofa,Furniture,East,Oregon,East Jasonside,1,4023,15,3420.55,2405.53,1015.02,Credit Card,Howard and Sons,brettkidd@jacobson.com,Cancelled,7,Yes,29
ORD1303,2024-10-24,2024-10-31,CUST870,April Hoffman,Corporate,PROD6299,Calculator,Office Supplies,West,Georgia,Lake Tammyshire,6,3672,0,3678.0,2289.45,1388.55,Net Banking,"Stone, Gordon and Fisher",qmoreno@gill.org,Returned,22,No,0
ORD1304,2024-04-13,2024-04-18,CUST172,Natalie Lambert,Consumer,PROD6588,Stapler,Office Supplies,South,Mississippi,West Kyle,6,2538,0,2544.0,1549.64,994.36,Credit Card,Sutton Ltd,loribrowning@garcia.info,Pending,10,No,0
ORD1305,2024-07-03,2024-07-04,CUST830,Brandon Bray,Consumer,PROD2482,Bookshelf,Furniture,South,Delaware,North Lorettatown,7,4344,15,3699.4,2465.87,1233.53,UPI,Cortez-Olsen,garciajulie@parker.com,Cancelled,48,No,0
ORD1306,2024-04-23,2024-04-30,CUST289,Lori Yoder,Corporate,PROD3689,Pen,Office Supplies,West,Minnesota,East Raymond,7,1584,0,1591.0,1225.89,365.11,UPI,"Gallagher, Moore and White",smyers@peterson.com,Pending,0,Yes,47
ORD1307,2024-10-09,2024-10-14,CUST475,Andrea Ellis,Consumer,PROD1916,Headphones,Electronics,South,Missouri,Port Derrickborough,9,2574,20,2068.2,1781.94,286.26,UPI,Thomas-Clark,frankbarr@fuller.com,Cancelled,11,No,0
ORD1308,2025-12-01,2025-12-04,CUST447,Diana Floyd,Consumer,PROD5640,Stapler,Office Supplies,North,Missouri,Sheastad,4,4588,20,3674.4,2763.34,911.06,Credit Card,Wong LLC,garciabrooke@moore.com,Cancelled,38,No,0
ORD1309,2024-06-03,2024-06-05,CUST562,Courtney Taylor,Corporate,PROD1221,File Folder,Office Supplies,South,Michigan,Juliatown,10,825,0,835.0,665.82,169.18,Net Banking,"Butler, Houston and Mcmillan",zgarza@buchanan.com,Pending,29,No,0
ORD1310,2024-08-08,2024-08-13,CUST201,Mark Walker,Home Office,PROD5948,Stapler,Office Supplies,East,Oklahoma,Brianport,6,4374,5,4161.3,2623.58,1537.72,Credit Card,"Morrison, Randolph and Johnson",nicholsstacy@floyd.com,Deivered,35,No,0
ORD1311,2025-11-14,2025-11-19,CUST839,Jeffrey Bailey,Home Office,PROD7291,Office Chair,Furniture,North,Minnesota,Stricklandtown,3,761,0,764.0,493.48,270.52,Credit Card,"Campbell, Brown and Lane",pruittjames@ayers-carter.info,Cancelled,4,Yes,41
ORD1312,2024-04-07,2024-04-09,CUST353,Nancy Rodriguez,Consumer,PROD4376,Sofa,Furniture,East,Wisconsin,Joshuaside,4,1144,0,1148.0,757.39,390.61,Net Banking,"Hunter, Burton and Harmon",frogers@walter.com,Returned,0,Yes,27
ORD1313,2024-08-27,2024-08-29,CUST956,Patricia Potter,Home Office,PROD9230,Study Tale,Furniture,East,Texas,Shafferberg,2,4998,0,5000.0,3226.76,1773.24,UPI,Vasquez Ltd,mckenziekaitlyn@martinez.com,Cancelled,33,No,0
ORD1314,2025-10-04,2025-10-10,CUST300,Mrs. Theresa Mullins DDS,Home Office,PROD1228,Cooking Oil,Grocery,North,Oregon,Coxton,5,3299,20,2644.2,2229.63,414.57,Credit Card,Hawkins and Sons,rachelfrederick@stone-bell.com,Cancelled,36,No,0
ORD1315,2024-02-23,2024-02-27,CUST960,Stephen Rocha,Corporate,PROD4006,Headphones,Electronics,North,Pennsylvania,Port Joseph,3,2788,0,2791.0,1908.23,882.77,Net Banking,Bush-Beltran,davidbates@moreno-anderson.com,Cancelled,25,No,0
ORD1316,2025-02-19,2025-02-22,CUST255,Diana Hughes MD,Home Office,PROD6397,Laptop,Electronics,South,Wyoming,Port Courtneymouth,4,1749,20,1403.2,1046.38,356.82,UPI,Gay-Yang,kimberly50@monroe-nichols.biz,Returned,45,No,0
ORD1317,2024-05-19,2024-05-23,CUST559,Frederick Rice,Consumer,PROD3210,Sofa,Furniture,North,Michigan,Stephanieview,3,3466,0,3469.0,2537.11,931.89,UPI,Simon-Newman,christy81@sandoval.com,Pending,44,No,0
ORD1318,2025-06-10,2025-06-13,CUST611,Collin Harvey,Consumer,PROD8147,Monitor,Electronics,East,Michigan,Sotobury,8,1311,10,1187.9,1046.93,140.97,UPI,Bryant-Cruz,yatkins@jackson.com,Pending,34,No,0
ORD1319,2025-04-02,2025-04-04,CUST791,Laura Johnson,Corporate,PROD9437,Rice Bag,Grocery,West,Vermont,North Matthew,4,2917,15,2483.45,1608.17,875.28,Net Banking,"Jordan, Hamilton and Carr",toddcrawford@erickson-casey.com,Deivered,27,No,0
ORD1320,2025-10-04,2025-10-06,CUST411,Maria James,Consumer,PROD6587,Sugar,Grocery,North,Utah,Shaffermouth,6,3970,10,3579.0,2289.42,1289.58,UPI,"Davis, Francis and Mitchell",ljohnson@rivas-lee.com,Returned,46,No,0
ORD1321,2024-12-15,2024-12-21,CUST409,Joseph Lopez,Corporate,PROD6919,Pen,Office Supplies,North,Georgia,Levyfort,9,840,20,681.0,422.1,258.9,Credit Card,"Osborne, Hall and Valdez",lisa57@smith-hansen.com,Cancelled,36,No,0
ORD1322,2025-06-27,2025-07-02,CUST229,Jennifer Adams,Consumer,PROD9212,Mouse,Electronics,North,Hawaii,Jamesland,2,2954,15,2512.9,2107.79,405.11,Credit Card,Buchanan-Merritt,ashley40@holland.com,Pending,8,Yes,21
ORD1323,2025-03-24,2025-03-31,CUST382,Katrina Doyle,Corporate,PROD2302,Sugar,Grocery,North,Iowa,North Timothyberg,2,1368,5,1301.6,988.05,313.55,Net Banking,Cochran Group,johnsonerin@carroll-davis.com,Pending,31,No,0
ORD1324,2025-04-25,2025-05-02,CUST880,John Norman,Consumer,PROD1052,Pen,Office Supplies,West,Mississippi,Wilsonburgh,5,3601,0,3606.0,2951.11,654.89,Cash,Ward-Anderson,cynthia00@franklin.com,Cancelled,50,No,0
ORD1325,2024-10-04,2024-10-08,CUST925,Amanda Crawford,Consumer,PROD2865,Cooking Oil,Grocery,East,Maryland,Brocktown,8,4635,10,4179.5,3417.62,761.88,Credit Card,Evans-Hart,douglasberry@watts.biz,Returned,9,Yes,20
ORD1326,2025-10-16,2025-10-23,CUST760,Lauren Harper,Consumer,PROD2648,Notebook,Office Supplies,West,Arkansas,Myersfort,4,381,0,385.0,337.22,47.78,Credit Card,"Smith, Johnson and Owens",ryanmyers@cruz-white.com,Returned,39,No,0
ORD1327,2024-06-03,2024-06-08,CUST923,Maria Parker,Consumer,PROD3003,Study Tale,Furniture,East,Arizona,Ryanville,6,1182,5,1128.9,930.94,197.96,Cash,Bridges-Butler,armstrongautumn@smith.com,Pending,25,No,0
ORD1328,2025-11-06,2025-11-10,CUST114,Sandra George,Consumer,PROD6818,Bookshelf,Furniture,West,Missouri,Tinaton,9,4866,20,3901.8,2783.59,1118.21,Credit Card,"Clarke, Kelly and Montgomery",htran@jones.com,Deivered,26,No,0
ORD1329,2024-07-09,2024-07-10,CUST683,Jesse Diaz,Home Office,PROD2659,Rice Bag,Grocery,West,Ohio,Laraville,5,3887,15,3308.95,2136.66,1172.29,Net Banking,"Moore, Griffin and Scott",gwelch@aguilar.com,Pending,4,Yes,48
ORD1330,2025-10-15,2025-10-21,CUST485,Ronald Hicks,Corporate,PROD8320,Monitor,Electronics,East,South Dakota,Dianaton,7,454,15,392.9,290.27,102.63,Credit Card,Velasquez PLC,chanelizabeth@dunn.net,Pending,30,No,0
ORD1331,2025-03-21,2025-03-25,CUST915,Michael Pope,Consumer,PROD9399,Notebook,Office Supplies,North,Tennessee,Wigginsside,5,259,20,212.2,182.9,29.3,Cash,Webb-Diaz,fcobb@paul.net,Pending,49,No,0
ORD1332,2025-04-10,2025-04-13,CUST218,Jeffrey Warren,Corporate,PROD3909,Juice Pack,Grocery,East,Florida,Thomasberg,3,3352,15,2852.2,1835.9,1016.3,Cash,Rivas-Ward,mccannvanessa@hammond.com,Cancelled,17,No,0
ORD1333,2025-05-28,2025-06-04,CUST513,Laura Moore,Home Office,PROD6413,Calculator,Office Supplies,North,New Hampshire,East Kristinamouth,6,4328,15,3684.8,3001.22,683.58,UPI,Ryan and Sons,parrishbrian@weber.com,Deivered,1,Yes,24
ORD1334,2024-09-22,2024-09-26,CUST522,Eric Martin,Corporate,PROD2849,Sofa,Furniture,South,Colorado,Stevenville,3,3906,20,3127.8,2527.21,600.59,Net Banking,"Hood, Nguyen and Owens",greenedonald@santos.com,Deivered,29,No,0
ORD1335,2024-09-20,2024-09-26,CUST920,Christina Valencia,Home Office,PROD9130,Keyboard,Electronics,North,Washington,New Russellhaven,9,4377,5,4167.15,3418.05,749.1,Cash,Robertson-Carter,sandersjoyce@malone.net,Cancelled,42,No,0
ORD1336,2025-04-12,2025-04-18,CUST642,Rodney Quinn,Home Office,PROD4647,Rice Bag,Grocery,North,Florida,North Courtneytown,8,1033,15,886.05,691.58,194.47,Net Banking,Mccoy-Cantu,boyerashley@wright-ross.net,Deivered,39,No,0
ORD1337,2024-07-13,2024-07-16,CUST906,Monica Thompson,Consumer,PROD8417,Juice Pack,Grocery,West,Kentucky,Jermainechester,2,1399,15,1191.15,812.71,378.44,UPI,Parker and Sons,colonmary@mendez-walker.org,Deivered,41,No,0
